TransactionID,Timestamp,TransactionType,TransactionAmount,AccountBalance,AccountID
4447,12/31/2016 17:04,deposit,2105.68,192.46,5299
4448,12/31/2016 20:04,transfer,2190.73,23273.91,6371
4449,1/1/2017 1:21,deposit,646.79,58345.27,1077
4450,1/1/2017 1:31,transfer,2772.06,93526.94,6545
4451,1/1/2017 5:38,transfer,81.28,50418.96,5417
4452,1/1/2017 8:38,payment,225.51,80261.99,5059
4453,1/1/2017 10:36,withdrawal,2885.81,73981.46,9192
4454,1/1/2017 13:29,transfer,1644.4,9292.73,8107
4455,1/1/2017 17:33,deposit,983.52,73364.78,7920
4456,1/1/2017 18:41,transfer,1444.75,72680.05,8679
4457,1/1/2017 20:38,payment,2972.73,38096.12,1805
4458,1/1/2017 21:00,withdrawal,4480.39,23621.05,7363
4459,1/1/2017 22:20,transfer,2354.74,58229.7,8749
4460,1/1/2017 23:40,payment,2673.26,81996.68,9586
4461,1/2/2017 2:48,deposit,4384.36,55483.52,7456
4462,1/2/2017 3:01,transfer,3213.23,71229.47,1044
4463,1/2/2017 4:07,withdrawal,4672.1,36181.87,8273
4464,1/2/2017 10:29,payment,4491.47,43388.15,1044
4465,1/2/2017 10:43,withdrawal,71.38,21042.42,7884
4466,1/2/2017 10:50,deposit,4472.71,98838.74,8699
4467,1/2/2017 16:19,withdrawal,303,65141.52,3405
4468,1/2/2017 21:32,payment,4867.66,65725.77,1273
4469,1/3/2017 0:29,deposit,596.68,89399.66,9772
4470,1/3/2017 3:44,deposit,3330.16,59541.51,5361
4471,1/3/2017 4:24,transfer,643.71,49379.71,7815
4472,1/3/2017 9:13,transfer,4501.42,5509,7760
4473,1/3/2017 10:28,payment,4291.92,72856.12,8169
4474,1/3/2017 12:05,payment,3063.55,2086.28,6335
4475,1/3/2017 12:58,withdrawal,1223.79,84873.11,1579
4476,1/3/2017 16:26,transfer,3964.53,24631.81,8936
4477,1/3/2017 17:26,withdrawal,4695.86,92019.84,6264
4478,1/3/2017 18:41,withdrawal,4287.67,69581.5,3849
4479,1/3/2017 18:55,withdrawal,2773.28,19929.95,8541
4480,1/3/2017 19:01,payment,867.61,80740.44,5573
4481,1/3/2017 19:53,withdrawal,2877.76,45217.08,9212
4482,1/3/2017 20:00,deposit,929.05,29199.27,6878
4483,1/3/2017 23:18,withdrawal,612.4,69370.69,2471
4484,1/4/2017 0:02,transfer,4307.32,80158.42,2355
4485,1/4/2017 4:42,payment,2244.37,31603.78,9144
4486,1/4/2017 4:51,transfer,4881.18,78259.21,8890
4487,1/4/2017 8:04,deposit,150.14,23684.64,5447
4488,1/4/2017 8:31,payment,3884.33,58147.7,8429
4489,1/4/2017 9:48,transfer,4071.32,70973.3,1990
4490,1/4/2017 13:03,deposit,4835.11,56254.5,6999
4491,1/4/2017 14:47,deposit,3709.87,73264.65,8805
4492,1/4/2017 18:48,deposit,1212.41,4104.02,3128
4493,1/5/2017 3:54,withdrawal,1188.16,4147.73,1785
4494,1/5/2017 8:37,deposit,1748.93,85729.9,3703
4495,1/5/2017 10:43,deposit,3774.91,3664.62,6761
4496,1/5/2017 14:32,transfer,2494.92,16954.5,7476
4497,1/5/2017 17:07,deposit,3953.17,94758.62,6133
4498,1/5/2017 21:37,deposit,246.9,87004.93,5180
4499,1/5/2017 22:03,transfer,3379.44,92908.48,2978
4500,1/6/2017 0:29,withdrawal,4364.86,96433.26,1546
4501,1/6/2017 1:24,deposit,4077.68,47246.81,9163
4502,1/6/2017 2:13,payment,701.18,14044.02,5747
4503,1/6/2017 3:41,withdrawal,367.57,27694.48,7764
4504,1/6/2017 5:37,deposit,3948.29,92569.66,3093
4505,1/6/2017 7:50,deposit,86.85,29990.62,1416
4506,1/6/2017 8:08,payment,58.64,21609.06,6593
4507,1/6/2017 8:43,withdrawal,676.22,4284.79,7407
4508,1/6/2017 15:52,transfer,1440.4,45388.95,6450
4509,1/6/2017 16:10,payment,1533.9,27777.29,7316
4510,1/6/2017 17:01,payment,3561.76,61770.97,9622
4511,1/6/2017 17:04,payment,1304.92,70620.77,3201
4512,1/6/2017 17:32,transfer,1816.58,53865.15,3743
4513,1/6/2017 21:59,withdrawal,341.86,2864.46,5622
4514,1/6/2017 22:44,payment,2756.27,85146.38,5796
4515,1/6/2017 23:12,deposit,4755.06,75209.33,7071
4516,1/6/2017 23:56,payment,780.1,76202.15,2820
4517,1/7/2017 2:07,transfer,3185.25,19065.75,4888
4518,1/7/2017 2:09,transfer,658.84,50790.33,6965
4519,1/7/2017 4:51,withdrawal,1150.83,77343.05,7297
4520,1/7/2017 5:11,deposit,4790.61,99363.65,5385
4521,1/7/2017 5:23,payment,1187.33,93777.73,6138
4522,1/7/2017 6:22,payment,246.2,11104.44,8168
4523,1/7/2017 17:25,deposit,1601.18,90986.78,6711
4524,1/7/2017 18:35,withdrawal,4962.92,26255.24,5633
4525,1/7/2017 18:39,transfer,2446.02,60215.08,8198
4526,1/7/2017 18:40,transfer,943.81,17843.6,4539
4527,1/7/2017 18:48,withdrawal,445.52,71934.62,6467
4528,1/7/2017 19:53,withdrawal,3335.6,34514.32,4844
4529,1/7/2017 22:41,deposit,728.43,20988.54,8921
4530,1/8/2017 1:36,transfer,1520.45,38109.02,3232
4531,1/8/2017 3:40,deposit,2279.2,91295.28,8435
4532,1/8/2017 3:47,withdrawal,4620.4,23866.27,6210
4533,1/8/2017 4:48,transfer,4461.64,81734.54,1850
4534,1/8/2017 5:03,withdrawal,4621.26,19051.37,5613
4535,1/8/2017 5:07,withdrawal,2116.17,62021.05,9932
4536,1/8/2017 10:37,payment,25481.15686,16414.14,3758
4537,1/8/2017 17:19,withdrawal,2160.59,13420.47,1340
4538,1/8/2017 22:58,payment,4139.73,89425.08,1254
4539,1/8/2017 23:36,deposit,1802.77,29927.65,7602
4540,1/9/2017 2:16,payment,3775.05,73738.72,5188
4541,1/9/2017 4:41,transfer,2879.98,77843.22,3518
4542,1/9/2017 8:29,withdrawal,3022.84,23562.78,3553
4543,1/9/2017 8:35,withdrawal,655.09,64375.71,8098
4544,1/9/2017 9:14,payment,14319.21733,7605.84,4817
4545,1/9/2017 10:00,withdrawal,1294.93,31640.24,9799
4546,1/9/2017 12:17,payment,2190.72,4052.39,2272
4547,1/9/2017 12:23,deposit,2730.06,17232.42,8123
4548,1/9/2017 13:48,withdrawal,1557.38,14706.28,2822
4549,1/9/2017 17:39,transfer,1212.75,85836.18,5737
4550,1/9/2017 18:25,deposit,4422.6,74331.77,1747
4551,1/9/2017 18:30,deposit,1574.33,45636.43,8485
4552,1/9/2017 18:31,payment,1763.07,39967.57,4087
4553,1/9/2017 20:58,withdrawal,820.08,26526.26,6914
4554,1/9/2017 21:40,transfer,4764.66,58245.05,8591
4555,1/9/2017 22:44,transfer,1079.4,70922.16,4140
4556,1/10/2017 1:09,withdrawal,3820.3,23655.6,2588
4557,1/10/2017 2:08,payment,2516.29,75518.67,3896
4558,1/10/2017 2:53,payment,1895.82,49658.25,5819
4559,1/10/2017 3:06,withdrawal,3539.11,52409.92,1040
4560,1/10/2017 5:02,deposit,3539.09,63696.43,6398
4561,1/10/2017 5:02,deposit,2029,46568.02,5647
4562,1/10/2017 5:44,transfer,2459.1,9973.38,4172
4563,1/10/2017 6:56,deposit,3405.21,50198.2,9868
4564,1/10/2017 7:17,withdrawal,1048.05,10729.65,6517
4565,1/10/2017 7:47,deposit,1244.32,25681.81,3463
4566,1/10/2017 13:58,payment,301.26,47066.14,6928
4567,1/10/2017 15:33,withdrawal,341.96,81359.27,2396
4568,1/10/2017 16:15,transfer,2638.86,76501.24,4463
4569,1/10/2017 17:55,transfer,2778.96,6998.65,7007
4570,1/10/2017 18:10,withdrawal,3080.15,63379.6,3543
4571,1/10/2017 21:38,withdrawal,172.78,80480.94,6535
4572,1/11/2017 1:32,withdrawal,4824.45,66060.97,3221
4573,1/11/2017 3:16,payment,1809.48,10958.7,9714
4574,1/11/2017 3:24,transfer,4293.14,27584.98,9977
4575,1/11/2017 4:04,withdrawal,787.7,66418.23,6947
4576,1/11/2017 4:32,payment,2634.49,47348.37,4112
4577,1/11/2017 6:00,deposit,2078.89,76423.29,4726
4578,1/11/2017 6:18,deposit,4787.75,56189.43,9700
4579,1/11/2017 7:18,transfer,301.86,86794.66,1592
4580,1/11/2017 10:09,transfer,1559.51,30282.9,4555
4581,1/11/2017 19:04,payment,821.41,69897.66,8718
4582,1/11/2017 19:57,transfer,3609.45,37262.03,4173
4583,1/12/2017 4:18,payment,151.68,3015.36,7172
4584,1/12/2017 4:49,withdrawal,4462.66,42524.9,4099
4585,1/12/2017 10:29,transfer,456.11,18971.87,9378
4586,1/12/2017 10:40,payment,3655.92,86149.42,3612
4587,1/12/2017 11:36,deposit,3324.37,78224.64,9691
4588,1/12/2017 13:52,transfer,4762.15,21460.81,7951
4589,1/12/2017 14:53,transfer,927.97,28521.46,7276
4590,1/12/2017 22:06,withdrawal,3445.86,70634.98,3759
4591,1/13/2017 6:31,withdrawal,3524.89,46368.65,7946
4592,1/13/2017 6:53,payment,501.22,23915.54,3509
4593,1/13/2017 8:13,payment,2127.51,83867.31,6141
4594,1/13/2017 17:07,deposit,1165.75,26882.23,4419
4595,1/13/2017 19:08,payment,4239.57,833.91,3830
4596,1/13/2017 23:33,deposit,4604.11,94045.85,7965
4597,1/13/2017 23:37,payment,409.91,5265.59,9763
4598,1/14/2017 1:15,transfer,1733.15,8554.29,6286
4599,1/14/2017 2:38,deposit,2040.79,66827.39,8388
4600,1/14/2017 2:45,withdrawal,1318.6,19546.56,2549
4601,1/14/2017 5:21,transfer,1849.7,96973.61,7290
4602,1/14/2017 7:18,withdrawal,2084.33,54147.69,5333
4603,1/14/2017 8:46,payment,203.89,35043.24,9570
4604,1/14/2017 9:52,payment,371.03,82668.64,6322
4605,1/14/2017 11:30,deposit,4279.82,10755.84,9101
4606,1/14/2017 12:10,transfer,3251.36,11255.15,7708
4607,1/14/2017 13:15,transfer,652.49,14635.85,5472
4608,1/14/2017 13:58,deposit,999.05,43971.63,6455
4609,1/14/2017 14:45,deposit,4155.84,22518.71,7388
4610,1/14/2017 16:02,withdrawal,2223.58,93318.34,4095
4611,1/14/2017 19:19,transfer,918.71,48613.03,3757
4612,1/14/2017 19:31,payment,1334.75,84239.25,8812
4613,1/15/2017 0:17,withdrawal,3556.49,11443.37,1228
4614,1/15/2017 2:44,withdrawal,462.01,87030.09,9902
4615,1/15/2017 7:13,deposit,1896.87,24625.74,9909
4616,1/15/2017 7:25,transfer,4431.09,75635.11,3837
4617,1/15/2017 11:44,payment,2509.96,26371.75,9388
4618,1/15/2017 14:17,withdrawal,962.72,5648.51,9581
4619,1/15/2017 18:40,withdrawal,487.56,78658.8,4850
4620,1/15/2017 18:54,transfer,2389.94,6751.75,2717
4621,1/15/2017 20:18,deposit,1151,54793.1,5492
4622,1/15/2017 21:15,withdrawal,1806.09,59139.08,7353
4623,1/15/2017 23:09,transfer,4306.3,69441.66,6103
4624,1/16/2017 8:01,payment,1227.15,94958.28,3293
4625,1/16/2017 9:40,payment,196.54,54278.26,6333
4626,1/16/2017 10:05,transfer,934.01,54357.23,8734
4627,1/16/2017 14:56,transfer,500.99,13573.95,5143
4628,1/16/2017 15:41,payment,356.24,35978.66,9611
4629,1/16/2017 16:33,payment,4548.22,97136.39,9401
4630,1/16/2017 17:12,deposit,3187.13,14504.86,5471
4631,1/16/2017 17:51,deposit,3823.96,20234.8,2518
4632,1/16/2017 18:40,transfer,2981.7,97944.05,9513
4633,1/16/2017 20:22,withdrawal,1018.47,11136.58,9709
4634,1/16/2017 22:18,withdrawal,1962.87,54225.67,3513
4635,1/17/2017 1:28,payment,1418.25,21600.99,8594
4636,1/17/2017 1:55,withdrawal,1479.25,12730.4,4272
4637,1/17/2017 4:12,transfer,1380.22,80641.22,7249
4638,1/17/2017 4:30,deposit,3603.7,60876.96,7298
4639,1/17/2017 4:58,deposit,107.92,57749.55,4746
4640,1/17/2017 6:19,payment,1606.49,7549.03,4891
4641,1/17/2017 6:43,payment,4807.2,32108.55,2521
4642,1/17/2017 10:52,deposit,2474.48,73433.59,1166
4643,1/17/2017 13:02,withdrawal,5.41,64495.51,9914
4644,1/17/2017 17:12,payment,1328.66,15239.21,5165
4645,1/17/2017 22:09,deposit,1822.68,40289.55,7400
4646,1/17/2017 22:44,transfer,50.88,5250.91,2207
4647,1/18/2017 0:53,transfer,3347.26,32102.66,2934
4648,1/18/2017 1:37,deposit,3053.49,26410.21,1231
4649,1/18/2017 2:00,deposit,1313.28,50585.6,1849
4650,1/18/2017 2:45,payment,3569.86,50834.13,9676
4651,1/18/2017 3:47,withdrawal,3909.67,56637.12,3947
4652,1/18/2017 4:16,deposit,3156.89,51873.74,4677
4653,1/18/2017 6:28,transfer,2483.84,13039.84,7406
4654,1/18/2017 12:31,withdrawal,4272.72,56640.9,7834
4655,1/18/2017 13:05,transfer,846.19,96619.21,9324
4656,1/18/2017 17:43,withdrawal,4762.3,70315.2,7862
4657,1/19/2017 1:51,deposit,2648.14,42814.11,9821
4658,1/19/2017 1:57,deposit,1408.11,87803.25,5699
4659,1/19/2017 7:27,transfer,1691.08,97591.02,8889
4660,1/19/2017 19:35,payment,4164.06,64467.36,9630
4661,1/19/2017 20:37,withdrawal,763.73,19926.28,3130
4662,1/19/2017 22:11,payment,1935.86,90929.63,2270
4663,1/19/2017 23:08,transfer,1796.19,35784.64,3627
4664,1/19/2017 23:51,payment,2442.36,44056.38,9424
4665,1/20/2017 4:11,withdrawal,1797.76,32694.59,2260
4666,1/20/2017 4:30,payment,1022.38,82693.72,7783
4667,1/20/2017 9:30,transfer,11.8,47724.56,4918
4668,1/20/2017 15:47,payment,3747.26,24384.2,7652
4669,1/20/2017 21:51,transfer,1502.07,53885.67,5661
4670,1/21/2017 4:17,payment,161457.955,97409.7,1881
4671,1/21/2017 5:53,withdrawal,3546.19,99915.71,6583
4672,1/21/2017 6:08,payment,2204.45,8037.81,6735
4673,1/21/2017 6:50,deposit,31.21,19418.73,7406
4674,1/21/2017 7:06,transfer,4071.24,69607.26,6946
4675,1/21/2017 7:20,deposit,2068.92,46002.32,3453
4676,1/21/2017 10:14,withdrawal,3992.66,43878.83,8528
4677,1/21/2017 12:08,transfer,2147.28,21210.99,4799
4678,1/21/2017 13:17,deposit,4812.89,9514.69,7887
4679,1/21/2017 16:47,transfer,1305.02,5689.47,5104
4680,1/21/2017 20:17,payment,1903.74,42798.24,4515
4681,1/22/2017 1:01,payment,1396.02,11645.44,5310
4682,1/22/2017 3:30,transfer,3501.23,77431.11,2955
4683,1/22/2017 5:33,deposit,2473.42,36016.08,1578
4684,1/22/2017 7:12,transfer,2898.39,41103.59,6752
4685,1/22/2017 7:50,withdrawal,592.38,26857.36,8055
4686,1/22/2017 10:42,payment,1176.13,59092.9,6581
4687,1/22/2017 13:59,transfer,4607.6,65882.5,1949
4688,1/22/2017 23:17,payment,4752.35,3692.54,3162
4689,1/23/2017 2:07,payment,3994.47,24564.32,3509
4690,1/23/2017 3:49,payment,3750.05,49877.92,2858
4691,1/23/2017 4:45,deposit,3045.69,66801.67,3072
4692,1/23/2017 7:30,payment,4788.2,43197.06,6182
4693,1/23/2017 17:05,deposit,1194.63,35686.91,8109
4694,1/23/2017 17:55,withdrawal,3291.22,48554.2,1756
4695,1/23/2017 18:57,withdrawal,4916.42,1844.34,2970
4696,1/23/2017 22:14,transfer,4440.04,70263.06,2314
4697,1/24/2017 0:42,deposit,356.96,93928.55,7889
4698,1/24/2017 2:18,deposit,1705.24,95706.69,8334
4699,1/24/2017 3:51,payment,1859.25,18729.7,2380
4700,1/24/2017 8:55,transfer,2324.15,77760.68,6916
4701,1/24/2017 11:17,transfer,4060.21,44105.65,4173
4702,1/24/2017 12:13,withdrawal,196.91,20360.18,1525
4703,1/24/2017 12:24,transfer,2319.19,7754.64,4506
4704,1/24/2017 12:27,deposit,2209.83,73837.33,7948
4705,1/24/2017 12:34,payment,292.13,35454,2914
4706,1/24/2017 16:31,deposit,4192.38,71425.43,6439
4707,1/24/2017 22:06,transfer,2883.01,94399.12,1753
4708,1/25/2017 1:39,deposit,1900.33,81912.52,2089
4709,1/25/2017 2:26,transfer,1149.44,9946.32,1996
4710,1/25/2017 3:34,withdrawal,2071.97,31362.02,7513
4711,1/25/2017 11:35,payment,628.2,34261.52,8344
4712,1/25/2017 11:36,payment,2240.87,2184.55,7979
4713,1/25/2017 11:45,payment,4936.85,48019.9,6490
4714,1/25/2017 12:53,deposit,3937.26,75085.92,9774
4715,1/25/2017 13:13,deposit,4257.28,22687.54,5814
4716,1/25/2017 14:32,withdrawal,550.98,29292.69,2328
4717,1/25/2017 18:21,withdrawal,3556.43,21073.73,6810
4718,1/25/2017 20:27,withdrawal,3115.21,43088.76,1672
4719,1/25/2017 22:42,payment,3169.59,62142.32,3623
4720,1/26/2017 0:15,withdrawal,4508.91,29067.45,9437
4721,1/26/2017 7:14,deposit,2779.06,27051.29,8493
4722,1/26/2017 8:09,withdrawal,460.73,68619.33,6722
4723,1/26/2017 8:23,withdrawal,1375.15,19565.26,8416
4724,1/26/2017 14:10,transfer,3084.01,68918.67,8858
4725,1/26/2017 18:36,payment,1412.27,36565.38,3345
4726,1/26/2017 18:50,deposit,476.19,29327.01,5739
4727,1/26/2017 19:29,payment,1497.62,67627.68,9475
4728,1/26/2017 21:43,deposit,3525.33,85316.85,1700
4729,1/26/2017 22:00,transfer,3596.29,53526.84,3504
4730,1/27/2017 0:37,deposit,172491.4659,99827.11,3878
4731,1/27/2017 9:18,transfer,2592.95,45868.03,8454
4732,1/27/2017 17:22,deposit,3992.18,9590.93,2747
4733,1/27/2017 21:14,withdrawal,4158.1,10480.63,1746
4734,1/27/2017 22:54,deposit,3944.11,541.37,6066
4735,1/27/2017 23:38,deposit,168.06,86125.02,8156
4736,1/28/2017 0:01,deposit,3928.93,46434.28,5695
4737,1/28/2017 4:07,deposit,3664.08,63621.63,7591
4738,1/28/2017 5:22,deposit,75.53,11388.3,1290
4739,1/28/2017 8:25,transfer,3037.8,42072.44,2023
4740,1/28/2017 11:15,payment,4755.11,16545.83,4342
4741,1/28/2017 11:30,withdrawal,4715.3,73388.31,1812
4742,1/28/2017 15:59,withdrawal,1328.22,19883.12,4254
4743,1/28/2017 17:09,deposit,637.73,57616.04,6888
4744,1/28/2017 19:00,withdrawal,1822.77,32855.21,4319
4745,1/28/2017 22:38,withdrawal,2258.28,33050.18,4236
4746,1/28/2017 22:43,payment,1964.65,99956.07,8749
4747,1/28/2017 23:13,payment,2455.7,90238.37,8486
4748,1/28/2017 23:54,transfer,4188.64,91787.56,7439
4749,1/29/2017 1:20,payment,1739.76,62599.85,1025
4750,1/29/2017 4:08,payment,2627.92,50903.73,2532
4751,1/29/2017 4:22,transfer,314.55,71441.52,2908
4752,1/29/2017 5:17,payment,1599.78,57929.81,2817
4753,1/29/2017 5:29,transfer,4603.9,99553.69,9857
4754,1/29/2017 6:38,withdrawal,4558.96,93553.11,7176
4755,1/29/2017 8:33,payment,2412.3,89290.46,1266
4756,1/29/2017 10:39,transfer,2072,88841.95,5030
4757,1/29/2017 12:13,transfer,1168.81,55474.24,5998
4758,1/29/2017 13:26,withdrawal,851.54,30767.86,4502
4759,1/29/2017 15:36,transfer,1539.15,48992.56,1118
4760,1/29/2017 17:48,transfer,2369.06,96614.07,1671
4761,1/29/2017 19:27,payment,4254.45,87956.56,6834
4762,1/29/2017 19:38,withdrawal,1094.35,1308.59,1096
4763,1/29/2017 20:56,payment,4602.88,56733.47,2543
4764,1/30/2017 2:10,transfer,4454.37,79524.97,9009
4765,1/30/2017 2:24,deposit,528.64,85219.08,7067
4766,1/30/2017 2:45,payment,638.86,40615.48,6196
4767,1/30/2017 2:53,transfer,1598.77,11256.68,8030
4768,1/30/2017 3:05,withdrawal,1554.47,40020.3,7459
4769,1/30/2017 3:32,withdrawal,3588.92,32873.84,7869
4770,1/30/2017 4:19,deposit,3307.05,28532.37,7710
4771,1/30/2017 7:00,transfer,3616.93,61419.15,8287
4772,1/30/2017 11:36,payment,4289.82,42482.06,3557
4773,1/30/2017 14:01,payment,111.6,47885.81,8900
4774,1/30/2017 19:11,transfer,916.81,82645.12,2338
4775,1/30/2017 19:25,payment,3009.09,43199.9,5318
4776,1/30/2017 22:35,transfer,3129.11,59389.46,4202
4777,1/31/2017 0:10,transfer,3439.74,94504.64,7105
4778,1/31/2017 1:11,payment,1634.45,88837.69,6349
4779,1/31/2017 3:17,transfer,2047.65,97559.73,3529
4780,1/31/2017 3:34,transfer,2290.19,59703.74,9305
4781,1/31/2017 6:02,payment,3805.25,29416.71,4204
4782,1/31/2017 6:39,withdrawal,3306.11,74259.27,7622
4783,1/31/2017 11:01,withdrawal,4112.01,50814.92,7490
4784,1/31/2017 11:36,deposit,3418.44,20595.93,7082
4785,1/31/2017 11:54,withdrawal,4220.36,26209.27,8234
4786,1/31/2017 12:03,transfer,149.17,79763.54,6990
4787,1/31/2017 14:59,transfer,155.09,75423.4,6243
4788,1/31/2017 18:55,payment,3599.43,78244.98,5131
4789,1/31/2017 19:01,transfer,4558.5,31313.39,7589
4790,1/31/2017 19:10,withdrawal,1213.79,1142.28,4353
4791,1/31/2017 23:57,deposit,2435.82,50804.86,3580
4792,2/1/2017 0:13,deposit,4945.12,67439.41,3931
4793,2/1/2017 3:35,withdrawal,3529.48,13168.1,6408
4794,2/1/2017 5:14,deposit,1364,56565.86,5290
4795,2/1/2017 6:37,payment,4863.37,75744.8,4066
4796,2/1/2017 9:17,transfer,2149.66,10395.74,6254
4797,2/1/2017 17:12,transfer,2187.32,83285.62,2565
4798,2/1/2017 19:28,transfer,3203.44,64744.68,7022
4799,2/1/2017 20:18,withdrawal,1788.46,12621.13,7349
4800,2/1/2017 23:04,withdrawal,2011.053681,1028.54,2544
4801,2/2/2017 2:34,transfer,2202.38,69549.96,9779
4802,2/2/2017 2:59,payment,765.03,62603.43,9448
4803,2/2/2017 3:27,transfer,2858.47,77436.88,9908
4804,2/2/2017 4:19,transfer,4352.16,93633.47,7042
4805,2/2/2017 5:24,deposit,781.61,26130.36,1042
4806,2/2/2017 7:13,deposit,1085.87,10864.05,5310
4807,2/2/2017 8:24,payment,4876.69,18531.25,8908
4808,2/2/2017 16:53,transfer,1574.69,64262.07,2354
4809,2/2/2017 20:55,transfer,3053.08,69174.33,5779
4810,2/2/2017 21:47,payment,3271.4,35593.27,9116
4811,2/3/2017 0:34,transfer,1653.73,23913.26,4718
4812,2/3/2017 3:09,deposit,3905.37,9662.9,5837
4813,2/3/2017 5:02,payment,2847.92,67370.25,2175
4814,2/3/2017 6:02,payment,636.39,83103.9,4121
4815,2/3/2017 6:17,payment,3021.96,81441.03,1378
4816,2/3/2017 11:16,transfer,845.8,67427.57,9960
4817,2/3/2017 11:21,deposit,862.15,68687.72,9378
4818,2/3/2017 11:35,transfer,4313.16,93200.33,7317
4819,2/3/2017 12:01,payment,4485.54,18163.38,7397
4820,2/3/2017 12:06,withdrawal,1356.2,39377.02,8474
4821,2/3/2017 14:35,payment,659.72,13020.4,9540
4822,2/3/2017 15:12,transfer,816.67,49844.36,7682
4823,2/3/2017 17:31,withdrawal,2981.75,16289.95,1228
4824,2/3/2017 18:49,payment,4160.37,18412.38,3858
4825,2/3/2017 19:52,payment,607.39,8654.56,4562
4826,2/3/2017 20:13,withdrawal,1957.79,5287.23,1188
4827,2/3/2017 20:16,transfer,258.44,11610.59,8764
4828,2/3/2017 22:38,deposit,2162.24,10031.05,7094
4829,2/4/2017 6:26,withdrawal,1154.83,95581.12,6301
4830,2/4/2017 7:19,deposit,2945.27,72097.4,4597
4831,2/4/2017 7:34,transfer,3977.46,53027.8,7983
4832,2/4/2017 8:31,transfer,2893.22,79575.6,6225
4833,2/4/2017 11:41,payment,74179.59231,64149.28,2530
4834,2/4/2017 16:23,deposit,2028.18,62855.61,4697
4835,2/4/2017 22:51,payment,878.96,53346.16,8674
4836,2/4/2017 23:12,deposit,3777.74,82419.6,3875
4837,2/4/2017 23:46,transfer,2631.09,36792.82,8100
4838,2/5/2017 3:10,transfer,233.55,54815.16,2755
4839,2/5/2017 7:25,withdrawal,3806.98,65537.51,9451
4840,2/5/2017 10:02,transfer,4913.07,37552.61,2292
4841,2/5/2017 12:47,payment,527.36,358.08,1886
4842,2/5/2017 18:28,deposit,928.07,74301.61,1716
4843,2/5/2017 22:04,payment,2535.15,97613.44,7502
4844,2/5/2017 22:54,payment,2298.33,78377.28,2847
4845,2/5/2017 23:41,transfer,262.29,9326.2,9333
4846,2/6/2017 1:43,withdrawal,4086.91,93748.46,7463
4847,2/6/2017 3:20,transfer,4928.34,88037.05,4968
4848,2/6/2017 5:08,withdrawal,1936.74,64485.47,6622
4849,2/6/2017 6:37,withdrawal,3656.99,43242.99,7358
4850,2/6/2017 7:53,payment,3135.11,26389.26,1174
4851,2/6/2017 10:21,deposit,1243.26,57736.87,9824
4852,2/6/2017 10:30,transfer,2328.52,79043.81,9808
4853,2/6/2017 14:57,payment,1403.04,4142.39,6567
4854,2/6/2017 19:06,deposit,183.27,54374.04,5034
4855,2/6/2017 19:14,transfer,1025.23,17184.14,3532
4856,2/6/2017 20:22,transfer,1579.47,81934.96,1413
4857,2/6/2017 21:01,payment,3025.84,47039.08,4809
4858,2/6/2017 23:58,withdrawal,3090.84,22907.45,9694
4859,2/7/2017 2:49,transfer,3505.26,63860.1,9179
4860,2/7/2017 6:21,payment,1960.74,34820.88,6243
4861,2/7/2017 8:30,withdrawal,3578.48,59191.13,7708
4862,2/7/2017 11:00,transfer,2580.74,33148.78,5369
4863,2/7/2017 12:34,payment,4819.62,72259.97,9021
4864,2/7/2017 16:34,payment,306.67,5534.99,3676
4865,2/7/2017 17:20,deposit,3832.87,58107.21,6309
4866,2/7/2017 21:38,withdrawal,234.44,57901.54,3895
4867,2/8/2017 1:26,payment,1751.73,81198.1,2938
4868,2/8/2017 3:32,deposit,3244.09,4115.12,9745
4869,2/8/2017 4:20,withdrawal,1871.15,87745.3,8002
4870,2/8/2017 6:40,payment,4538.9,14947.05,1014
4871,2/8/2017 8:21,withdrawal,4771.34,32454.16,8354
4872,2/8/2017 10:04,payment,4913.28,14325.52,8863
4873,2/8/2017 10:18,payment,2036.89,24395.06,7286
4874,2/8/2017 11:11,withdrawal,3127.03,14586.35,2938
4875,2/8/2017 11:29,deposit,4385.92,31736.5,1266
4876,2/8/2017 14:28,withdrawal,3996.83,42413.79,4851
4877,2/8/2017 15:08,withdrawal,2228.93,7007.87,9504
4878,2/8/2017 16:46,payment,632.25,10565.34,2405
4879,2/8/2017 18:59,transfer,1856.5,18577.01,7089
4880,2/8/2017 19:21,transfer,541.62,73700.47,8364
4881,2/9/2017 7:16,deposit,3210.91,63103.54,6395
4882,2/9/2017 8:21,transfer,2449.93,62073.8,9549
4883,2/9/2017 9:30,deposit,3410.31,14686.93,5647
4884,2/9/2017 12:05,transfer,3841.64,17638.68,1877
4885,2/9/2017 12:47,transfer,3524.48,30298.74,4545
4886,2/9/2017 13:17,transfer,3001.41,8181.85,1085
4887,2/9/2017 15:34,transfer,2385.44,62684.52,5989
4888,2/9/2017 15:39,transfer,1422.1,88057.42,3622
4889,2/9/2017 16:45,withdrawal,1684.19,41717.94,7850
4890,2/9/2017 20:48,deposit,1212.84,34892.29,1702
4891,2/9/2017 22:23,payment,2703.63,48322.06,5905
4892,2/10/2017 1:56,transfer,3346.15,51323.72,9679
4893,2/10/2017 1:57,deposit,4610.68,5271.37,5487
4894,2/10/2017 2:10,payment,4531.42,97301.28,6161
4895,2/10/2017 4:43,deposit,1599.95,50232.88,5216
4896,2/10/2017 4:45,transfer,704.13,10771.97,8486
4897,2/10/2017 6:52,deposit,880.44,6145.09,2596
